12:44:57.382 [main] INFO  CloudSim - 30.47: Processing last events before simulation shutdown.
12:44:57.382 [main] INFO  DatacenterBroker - 30.47: DatacenterBrokerSimple1 is shutting down...
12:44:57.382 [main] INFO  DatacenterBroker - 30.47: DatacenterBrokerSimple1: Requesting Vm 2 destruction.
12:44:57.382 [main] INFO  DatacenterBroker - 30.47: DatacenterBrokerSimple1: Requesting Vm 1 destruction.
12:44:57.382 [main] INFO  DatacenterBroker - 30.47: DatacenterBrokerSimple1: Requesting Vm 0 destruction.
12:44:57.382 [main] INFO  Datacenter - 30.47: DatacenterSimple: Vm 0 destroyed on Host 0/DC 2. 
12:44:57.383 [main] INFO  Datacenter - 30.47: DatacenterSimple: Vm 1 destroyed on Host 0/DC 3. 
12:44:57.383 [main] INFO  Datacenter - 30.47: DatacenterSimple: Vm 2 destroyed on Host 0/DC 4. 
12:44:57.383 [main] INFO  CloudSim - Simulation: No more future events

12:44:57.383 [main] INFO  CloudInformationService - CloudInformationService0: Notify all CloudSim Plus entities to shutdown.

12:44:57.383 [main] INFO  Datacenter - 30.47: DatacenterSimple3 is shutting down...
12:44:57.383 [main] INFO  CloudSim - 
================== Simulation finished at time 30.47 ==================

12:44:57.392 [main] INFO  java.lang.Class - Cost: Datacenter 2 Cloudlet 0 is 0.2048
12:44:57.392 [main] INFO  java.lang.Class - Cost: Datacenter 3 Cloudlet 1 is 0.24576
12:44:57.392 [main] INFO  java.lang.Class - Cost: Datacenter 4 Cloudlet 2 is 0.8999999999999999
12:44:57.392 [main] INFO  java.lang.Class - Cost: Datacenter 2 Cloudlet 3 is 0.6
12:44:57.393 [main] INFO  java.lang.Class - Cost: Datacenter 3 Cloudlet 4 is 0.72
12:44:57.393 [main] INFO  java.lang.Class - Cost: Datacenter 4 Cloudlet 5 is 0.8999999999999999
12:44:57.393 [main] INFO  java.lang.Class - Finished simulation of cloud models simulation.
12:44:57.393 [main] INFO  java.lang.Class - Completed.

